f_city_code,f_subcity_area_code,f_subcity_area_name,f_subcity_area_summary,f_research_status
PAR,PAR_saint_germain_des_pres,Saint Germain des Pres,Saint Germain suits polished Left Bank stays with cafes galleries and strong central access.,researched_first_pass
PAR,PAR_opera_and_grands_boulevards,Opera and Grands Boulevards,Opera and the Grands Boulevards are ideal for shopping theatre and efficient city movement.,researched_first_pass
PAR,PAR_latin_quarter,Latin Quarter,The Latin Quarter works best for classic Paris atmosphere student energy and walkable Left Bank landmarks.,researched_first_pass
PAR,PAR_eiffel_tower_and_7th,Eiffel Tower and 7th,The 7th arrondissement suits quieter upscale stays near major monuments and broad boulevards.,researched_first_pass
AMS,AMS_centrum,Centrum,Centrum is the easiest first-time Amsterdam base for canals museums and walking access to major sights.,researched_first_pass
AMS,AMS_jordaan,Jordaan,Jordaan suits boutique stays canals cafes and a more local neighborhood atmosphere.,researched_first_pass
AMS,AMS_museum_quarter,Museum Quarter,The Museum Quarter is strongest for cultural trips polished hotels and a quieter upscale stay.,researched_first_pass
AMS,AMS_de_pijp,De Pijp,De Pijp works well for food nightlife and a lively local feel south of the canal core.,researched_first_pass
PER,PER_cbd,CBD,The Perth CBD is the most practical first-time base for business shopping and city transport.,researched_first_pass
PER,PER_elizabeth_quay_and_waterfront,Elizabeth Quay and waterfront,The waterfront side suits polished modern stays and easier river access.,researched_first_pass
PER,PER_northbridge,Northbridge,Northbridge is best for nightlife dining and a livelier evening scene than the CBD itself.,researched_first_pass
PER,PER_fremantle,Fremantle,Fremantle is stronger for heritage coastal stays and a slower local character than central Perth.,researched_first_pass
MEL,MEL_cbd,CBD,The Melbourne CBD is the best first-time base for laneways transit shopping and broad hotel choice.,researched_first_pass
MEL,MEL_southbank,Southbank,Southbank suits riverfront hotels arts venues and polished city-center access.,researched_first_pass
MEL,MEL_fitzroy_and_collingwood,Fitzroy and Collingwood,Fitzroy and Collingwood work best for cafes bars design culture and a more local stay.,researched_first_pass
MEL,MEL_st_kilda,St Kilda,St Kilda is stronger for beachside leisure and nightlife than for efficient central sightseeing.,researched_first_pass
MIL,MIL_duomo_and_centro_storico,Duomo and Centro Storico,The Duomo area is the strongest first-time Milan base for classic central access shopping and landmarks.,researched_first_pass
MIL,MIL_brera,Brera,Brera suits boutique stays art galleries dining and a more polished neighborhood atmosphere.,researched_first_pass
MIL,MIL_navigli,Navigli,Navigli is best for nightlife canals and a livelier local evening scene.,researched_first_pass
MIL,MIL_porta_nuova,Porta Nuova,Porta Nuova works well for modern hotels business stays and sleek newer-city access.,researched_first_pass
CGO,CGO_erqi_and_city_center,Erqi and City Center,The city center is the most practical Zhengzhou base for transport shopping and first-time movement.,researched_first_pass
CGO,CGO_zhengdong_new_area,Zhengdong New Area,Zhengdong New Area works best for newer hotels business stays and broad modern boulevards.,researched_first_pass
CGO,CGO_rail_station_area,Rail Station area,The station area suits short stays and onward transport convenience more than neighborhood atmosphere.,researched_first_pass
KHN,KHN_bayi_square_and_city_center,Bayi Square and City Center,The city center is the strongest Nanchang base for first-time access shopping and urban convenience.,researched_first_pass
KHN,KHN_honggutan_new_district,Honggutan New District,Honggutan works well for newer hotels business travel and a more modern city setting.,researched_first_pass
KHN,KHN_tengwangge_side,Tengwangge side,The Tengwangge side is better for river views and heritage interest than purely commercial stays.,researched_first_pass
NNG,NNG_city_center_and_chaoyang,City Center and Chaoyang,The city center and Chaoyang side are the most practical Nanning base for shopping and movement.,researched_first_pass
NNG,NNG_langdong_new_area,Langdong New Area,Langdong works for newer business hotels and a cleaner modern urban layout.,researched_first_pass
NNG,NNG_qingxiu,Qingxiu,Qingxiu suits greener surroundings and a calmer stay with park access.,researched_first_pass
TNA,TNA_quancheng_square_and_city_center,Quancheng Square and City Center,The city center is the strongest Jinan base for first-time access shopping and key springs-area movement.,researched_first_pass
TNA,TNA_daming_lake_side,Daming Lake side,Daming Lake is better for scenic heritage stays and a calmer sightseeing-led base.,researched_first_pass
TNA,TNA_high_tech_zone,High Tech Zone,The High Tech Zone works best for modern business stays and newer hotel stock.,researched_first_pass
TAO,TAO_shinan_and_waterfront,Shinan and waterfront,Shinan and the waterfront are the best first-time Qingdao base for beaches beer history and central convenience.,researched_first_pass
TAO,TAO_badaguan,Badaguan,Badaguan suits scenic heritage villas and a quieter seaside stay.,researched_first_pass
TAO,TAO_laoshan_access_area,Laoshan access area,The Laoshan side is stronger for mountain and resort access than for city-center efficiency.,researched_first_pass
DRW,DRW_cbd,CBD,The Darwin CBD is the most practical first-time base for waterfront access food and city services.,researched_first_pass
DRW,DRW_the_waterfront,The Waterfront,The Waterfront works for polished leisure stays with pool and harbour access.,researched_first_pass
DRW,DRW_parap_and_nightcliff,Parap and Nightcliff,Parap and Nightcliff suit a more local tropical stay with markets and coastal atmosphere.,researched_first_pass
BPN,BPN_city_center,City Center,The city center is the most practical Balikpapan base for business hotels malls and movement.,researched_first_pass
BPN,BPN_kemala_and_seafront,Kemala and seafront,The seafront side suits scenic stays and easier beach access than the inner commercial core.,researched_first_pass
BPN,BPN_new_town_corridor,New town corridor,The newer corridors work best for modern business travel and broader roads.,researched_first_pass
UPG,UPG_losari,Losari,Losari is the strongest Makassar base for waterfront walks food and first-time city access.,researched_first_pass
UPG,UPG_city_center,City Center,The city center remains the most practical area for business movement and urban convenience.,researched_first_pass
UPG,UPG_panakkukang,Panakkukang,Panakkukang works well for malls modern hotels and a more contemporary local base.,researched_first_pass
HKT,HKT_patong,Patong,Patong is the default Phuket base for nightlife beach access and broad hotel choice.,researched_first_pass
HKT,HKT_karon_and_kata,Karon and Kata,Karon and Kata suit beach stays with a more relaxed feel than Patong while keeping good resort infrastructure.,researched_first_pass
HKT,HKT_old_town,Old Town,Phuket Old Town is stronger for heritage cafes and food than for classic beach-first stays.,researched_first_pass
HKT,HKT_bang_tao_and_laguna,Bang Tao and Laguna,Bang Tao and Laguna are best for upscale resort-led stays and a quieter beach atmosphere.,researched_first_pass
SFO,SFO_union_square,Union Square,Union Square is the most practical first-time San Francisco base for transit shopping and broad hotel choice.,researched_first_pass
SFO,SFO_fishermans_wharf_and_north_beach,Fishermans Wharf and North Beach,Fishermans Wharf and North Beach suit sightseeing food and waterfront walks but can feel more visitor-oriented than other districts.,researched_first_pass
SFO,SFO_soma,SoMa,SoMa works for convention stays museums and easier business access south of Market Street.,researched_first_pass
SFO,SFO_mission_and_valencia,Mission and Valencia,The Mission suits food nightlife and a more local neighborhood atmosphere than Union Square.,researched_first_pass
FOC,FOC_sanfang_qixiang_and_city_center,Sanfang Qixiang and City Center,The historic center is the strongest Fuzhou base for first-time access food and urban convenience.,researched_first_pass
FOC,FOC_taijiang,Taijiang,Taijiang suits shopping and modern commercial stays close to the river.,researched_first_pass
FOC,FOC_gulou,Gulou,Gulou works well for central movement and a balanced old-new city stay.,researched_first_pass
NGB,NGB_tianyi_square_and_city_center,Tianyi Square and City Center,The city center is the strongest Ningbo base for shopping transit and first-time movement.,researched_first_pass
NGB,NGB_old_bund,Old Bund,The Old Bund is better for riverside dining and nightlife than purely practical transport convenience.,researched_first_pass
NGB,NGB_east_new_town,East New Town,East New Town works best for modern business stays and newer hotels.,researched_first_pass
BRS,BRS_harbourside_and_old_city,Harbourside and Old City,The harbourside and old city are the best first-time Bristol base for sightseeing dining and walkability.,researched_first_pass
BRS,BRS_clifton,Clifton,Clifton suits more elegant neighborhood stays near the suspension bridge and green space.,researched_first_pass
BRS,BRS_stokes_croft,Stokes Croft,Stokes Croft is stronger for nightlife street culture and a more alternative local stay.,researched_first_pass
CWL,CWL_city_center,City Center,The city center is the most practical Cardiff base for first-time access shopping and rail convenience.,researched_first_pass
CWL,CWL_cardiff_bay,Cardiff Bay,Cardiff Bay works well for waterfront dining events and a calmer modern stay.,researched_first_pass
CWL,CWL_canton,Canton,Canton gives a more local neighborhood feel with good food and easier value than the core center.,researched_first_pass
OXF,OXF_central_oxford,Central Oxford,Central Oxford is the strongest base for first-time college sightseeing and walkable access to the city historic core.,researched_first_pass
OXF,OXF_jericho,Jericho,Jericho suits boutique stays cafes and a more local neighborhood atmosphere close to the center.,researched_first_pass
OXF,OXF_summertown,Summertown,Summertown works for quieter longer stays and easier suburban comfort north of the center.,researched_first_pass
OKA,OKA_naha_kokusai_dori,Naha and Kokusai Dori,Naha around Kokusai Dori is the best first-time Okinawa base for food shopping and urban convenience.,researched_first_pass
OKA,OKA_tomari_and_port_side,Tomari and port side,Tomari works well for ferry access island connections and practical short stays.,researched_first_pass
OKA,OKA_chatan_and_american_village,Chatan and American Village,Chatan is better for resort-style coastal leisure and a more casual beach-town atmosphere.,researched_first_pass
SWA,SWA_city_center,City Center,The city center is the most practical Shantou base for local food and straightforward movement.,researched_first_pass
SWA,SWA_old_town,Old Town,The old-town side is better for heritage atmosphere and local street character.,researched_first_pass
SWA,SWA_nanao_access_area,Nanao access area,The Nanao side works best for coastal leisure and nearby island access rather than urban convenience.,researched_first_pass
HGH,HGH_west_lake_side,West Lake side,The West Lake side is the best first-time Hangzhou base for scenery walking and classic city identity.,researched_first_pass
HGH,HGH_wulin_square_and_city_center,Wulin Square and City Center,Wulin Square and the city center work for shopping metro access and broad hotel choice.,researched_first_pass
HGH,HGH_qianjiang_new_city,Qianjiang New City,Qianjiang New City is strongest for modern business stays and newer skyline hotels.,researched_first_pass
PSR,PSR_city_center,City Center,The city center is the most practical Pescara base for rail access beaches and urban convenience.,researched_first_pass
PSR,PSR_seafront,Seafront,The seafront works best for beach-focused stays and summer leisure atmosphere.,researched_first_pass
PSR,PSR_porta_nuova,Porta Nuova,Porta Nuova gives a more local residential base with easier value than the central beach strips.,researched_first_pass
TPS,TPS_historic_center,Historic Center,The historic center is the strongest Trapani base for first-time stays ferries and walkable old-town atmosphere.,researched_first_pass
TPS,TPS_port_area,Port Area,The port area works well for island connections and practical movement.,researched_first_pass
TPS,TPS_ernice_access_side,Erice access side,The Erice access side suits travelers planning hill-town excursions more than pure old-town immersion.,researched_first_pass
JOG,JOG_malioboro,Malioboro,Malioboro is the strongest Yogyakarta base for first-time access shopping rail convenience and major urban landmarks.,researched_first_pass
JOG,JOG_prawirotaman,Prawirotaman,Prawirotaman suits cafes guesthouses and a more laid-back traveler atmosphere than Malioboro.,researched_first_pass
JOG,JOG_kraton_side,Kraton side,The Kraton side works best for heritage and palace-focused stays with stronger old-city context.,researched_first_pass
OLB,OLB_city_center,City Center,The city center is the practical Olbia base for ferries dining and urban convenience.,researched_first_pass
OLB,OLB_pittulongu_and_beach_side,Pittulongu and beach side,The beach side is better for coastal leisure stays than for city-center movement.,researched_first_pass
OLB,OLB_port_and_ferry_side,Port and ferry side,The port side works well for short ferry-linked stays and car-based regional movement.,researched_first_pass
AHO,AHO_historic_center,Historic Center,The historic center is the best Alghero base for old-town atmosphere dining and walkable coastal access.,researched_first_pass
AHO,AHO_lido_and_beach_side,Lido and beach side,The beach side suits summer leisure stays and easier resort-style positioning.,researched_first_pass
AHO,AHO_bastioni_and_harbour,Bastioni and harbour,Bastioni and the harbour balance views nightlife and easy access to the old town.,researched_first_pass
CJB,CJB_rs_puram_and_city_center,RS Puram and City Center,RS Puram and the city center are the strongest Coimbatore base for shopping food and practical movement.,researched_first_pass
CJB,CJB_race_course,Race Course,Race Course suits a more polished local stay with good dining and broader roads.,researched_first_pass
CJB,CJB_avinashi_road,Avinashi Road,Avinashi Road works best for business and airport-oriented stays with modern hotels.,researched_first_pass
VTZ,VTZ_beach_road_and_rk_beach,Beach Road and RK Beach,Beach Road and RK Beach are the strongest Visakhapatnam base for sea views and first-time city leisure access.,researched_first_pass
VTZ,VTZ_dwaraka_nagar,Dwaraka Nagar,Dwaraka Nagar works well for shopping city-center access and practical movement.,researched_first_pass
VTZ,VTZ_mvp_colony,MVP Colony,MVP Colony suits quieter residential stays with easier access to the northern coast side.,researched_first_pass
MYY,MYY_city_center,City Center,The city center is the most practical Miri base for food shopping and urban convenience.,researched_first_pass
MYY,MYY_marina_and_waterfront,Marina and waterfront,The marina side suits a more polished modern stay with nightlife and seafront access.,researched_first_pass
MYY,MYY_lutong_side,Lutong side,Lutong works for business-linked stays and a quieter suburban feel north of central Miri.,researched_first_pass
CTU,CTU_chunxi_road_and_tianfu_square,Chunxi Road and Tianfu Square,Chunxi Road and Tianfu Square are the strongest first-time Chengdu base for shopping food and central movement.,researched_first_pass
CTU,CTU_kuanzhai_alleys_and_qingyang,Kuanzhai Alleys and Qingyang,Kuanzhai Alleys and Qingyang suit heritage atmosphere teahouses and a more classic Chengdu feel.,researched_first_pass
CTU,CTU_taikoo_li_and_jinjiang,Taikoo Li and Jinjiang,Taikoo Li and Jinjiang work best for stylish stays dining and polished central hotels.,researched_first_pass
AOR,AOR_city_center,City Center,The city center is the most practical Alor Setar base for rail access food and straightforward movement.,researched_first_pass
AOR,AOR_old_royal_area,Old Royal Area,The old royal area is better for heritage interest and a more local historical context than pure hotel density.,researched_first_pass
AOR,AOR_south_business_strip,South Business Strip,The southern commercial strips suit newer hotels and car-based convenience.,researched_first_pass
JHB,JHB_city_center_and_jbcc,City Center and JBCC,The city center and JBCC are the most practical Johor Bahru base for first-time visitors shopping and cross-border movement.,researched_first_pass
JHB,JHB_puteri_harbour_and_iskandar,Puteri Harbour and Iskandar,Puteri Harbour and the Iskandar side suit family trips and newer resort-style stays away from the old core.,researched_first_pass
JHB,JHB_mount_austin,Mount Austin,Mount Austin works well for dining cafes and a more lifestyle-led suburban stay.,researched_first_pass
TGG,TGG_city_center,City Center,The city center is the most practical Kuala Terengganu base for food markets river access and urban convenience.,researched_first_pass
TGG,TGG_batu_burok,Batu Burok,Batu Burok suits coastal walks beaches and a more relaxed local stay than the commercial center.,researched_first_pass
TGG,TGG_shahbandar_and_waterfront,Shahbandar and waterfront,The waterfront side works well for river scenery and easier access to heritage areas.,researched_first_pass
BTU,BTU_city_center,City Center,The city center is the most practical Bintulu base for work trips dining and straightforward local movement.,researched_first_pass
BTU,BTU_parkcity_commerce_area,Parkcity commerce area,The modern commercial area suits newer hotels and business travel better than older central blocks.,researched_first_pass
BTU,BTU_waterfront,Waterfront,The waterfront gives a more scenic evening stay and easier river-side access than inland commercial zones.,researched_first_pass
SBW,SBW_city_center,City Center,The city center is the most practical Sibu base for food shopping and simple movement around town.,researched_first_pass
SBW,SBW_riverfront,Riverfront,The riverfront is better for local atmosphere scenic walks and access to the town's historic commercial edge.,researched_first_pass
SBW,SBW_rejang_park_side,Rejang Park side,Rejang Park side works for a quieter residential base with easier road access outside the core.,researched_first_pass
LBU,LBU_town_center,Town Center,The town center is the most practical Labuan base for ferry access duty-free shopping and everyday convenience.,researched_first_pass
LBU,LBU_victoria_harbour,Victoria Harbour,The harbour side suits short stays and sea-facing access near the main transport area.,researched_first_pass
LBU,LBU_beachside_and_resort_strip,Beachside and resort strip,The beachside works better for slower leisure stays than for town-first movement.,researched_first_pass
SDK,SDK_town_center,Town Center,The town center is the most practical Sandakan base for food markets urban services and onward transport.,researched_first_pass
SDK,SDK_harbour_square_and_waterfront,Harbour Square and waterfront,The waterfront area is stronger for sea views and evening dining than inland streets.,researched_first_pass
SDK,SDK_sepilok_access_area,Sepilok access area,The Sepilok side is best for wildlife-focused stays rather than central town convenience.,researched_first_pass
TWU,TWU_town_center,Town Center,The town center is the most practical Tawau base for markets local food and port-related movement.,researched_first_pass
TWU,TWU_kubota_central_strip,Kubota central strip,The central strip suits hotels and urban convenience more than scenic leisure stays.,researched_first_pass
TWU,TWU_airport_corridor,Airport corridor,The airport corridor works best for transit-heavy stays and easier outbound regional movement.,researched_first_pass
MKZ,MKZ_jonker_and_old_town,Jonker and Old Town,Jonker and the old town are the strongest Malacca base for heritage walks food and first-time sightseeing.,researched_first_pass
MKZ,MKZ_riverside,Riverside,The riverside balances city-center access and a slightly calmer boutique-hotel atmosphere.,researched_first_pass
MKZ,MKZ_porto_de_melaka,Porto de Melaka,The coastal side is better for resort-style stays and broader road access than the heritage core.,researched_first_pass
LYS,LYS_presquile_and_bellecour,Presquile and Bellecour,Presquile and Bellecour are the best first-time Lyon base for centrality dining and walkable city access.,researched_first_pass
LYS,LYS_vieux_lyon,Vieux Lyon,Vieux Lyon suits heritage atmosphere hillside views and a more classic old-city stay.,researched_first_pass
LYS,LYS_part_dieu,Part Dieu,Part Dieu works best for rail-heavy trips business stays and practical modern-city convenience.,researched_first_pass
LYS,LYS_croix_rousse,Croix Rousse,Croix Rousse gives a more local neighborhood feel with markets cafes and a slower rhythm.,researched_first_pass
SXB,SXB_grande_ile,Grande Ile,Grande Ile is the strongest first-time Strasbourg base for canals old-town atmosphere and sightseeing.,researched_first_pass
SXB,SXB_petite_france,Petite France,Petite France suits scenic heritage stays and postcard-style Strasbourg views.,researched_first_pass
SXB,SXB_krutenau,Krutenau,Krutenau works for dining and a more local student-neighborhood feel near the center.,researched_first_pass
LIL,LIL_vieux_lille,Vieux Lille,Vieux Lille is the best first-time Lille base for charm dining and walkable access to major sights.,researched_first_pass
LIL,LIL_centre_and_grand_place,Centre and Grand Place,The center and Grand Place area are strongest for transport shopping and practical city movement.,researched_first_pass
LIL,LIL_euralille,Euralille,Euralille suits rail-heavy trips and modern business stays near the station complex.,researched_first_pass
NTE,NTE_centre_ville,Centre Ville,Centre Ville is the strongest first-time Nantes base for trams dining and walkable urban access.,researched_first_pass
NTE,NTE_bouffay_and_old_core,Bouffay and Old Core,Bouffay and the old core suit nightlife heritage and a more atmospheric stay than modern outskirts.,researched_first_pass
NTE,NTE_ile_de_nantes,Ile de Nantes,Ile de Nantes works well for design culture riverfront walks and newer hotel stock.,researched_first_pass
MRS,MRS_vieux_port,Vieux Port,Vieux Port is the best first-time Marseille base for harbour views ferries dining and central movement.,researched_first_pass
MRS,MRS_le_panier,Le Panier,Le Panier suits heritage streets local character and a more atmospheric old-city stay.,researched_first_pass
MRS,MRS_castellane_and_prado,Castellane and Prado,Castellane and Prado balance modern hotels beach access and easier movement across the southern city.,researched_first_pass
CEI,CEI_city_center_and_clock_tower,City Center and Clock Tower,The city center around the Clock Tower is the most practical Chiang Rai base for first-time stays food and simple local movement.,researched_scraped_pass
CEI,CEI_night_bazaar_area,Night Bazaar area,The Night Bazaar area works well for evening food handicrafts and walkable access near the central bus station.,researched_scraped_pass
CEI,CEI_riverside_and_blue_temple,Riverside and Blue Temple side,The riverside and Blue Temple side suit quieter stays with easier access to scenic temple visits than the densest center.,researched_scraped_pass
DAD,DAD_hai_chau_and_han_river,Hai Chau and Han River,Hai Chau and the Han River side are the strongest Da Nang base for city-center dining bridges markets and urban convenience.,researched_scraped_pass
DAD,DAD_my_khe_and_an_thuong,My Khe and An Thuong,My Khe and An Thuong suit beach-focused stays cafes casual dining and a more international visitor-friendly rhythm.,researched_scraped_pass
DAD,DAD_son_tra_side,Son Tra side,The Son Tra side works for quieter coastal stays and easier access to peninsula scenery while staying close to the city.,researched_scraped_pass
ILO,ILO_city_proper,City Proper,City Proper is the most practical Iloilo base for civic landmarks heritage streets transport and old commercial access.,researched_scraped_pass
ILO,ILO_jaro,Jaro,Jaro suits heritage interest cathedral access and a more established residential district feel.,researched_scraped_pass
ILO,ILO_molo,Molo,Molo is best for visitors interested in Molo Church heritage houses and local food context.,researched_scraped_pass
ILO,ILO_mandurriao,Mandurriao,Mandurriao works best for newer hotels malls nightlife and business-oriented stays around Iloilo's modern commercial side.,researched_scraped_pass
KBR,KBR_city_center_and_siti_khadijah,City Center and Siti Khadijah Market,The city center around Siti Khadijah Market is the strongest Kota Bharu base for food markets culture and practical movement.,researched_scraped_pass
KBR,KBR_wakaf_che_yeh,Wakaf Che Yeh,Wakaf Che Yeh suits market-focused stays and travellers who want a more local southern suburb atmosphere.,researched_scraped_pass
KBR,KBR_pantai_cahaya_bulan,Pantai Cahaya Bulan,Pantai Cahaya Bulan is better for beach-side local leisure than for city-center efficiency.,researched_scraped_pass
KJT,KJT_kertajati_airport_area,Kertajati Airport area,Kertajati Airport area is the most practical Majalengka base for flight-linked stays and road access.,researched_scraped_pass
KJT,KJT_majalengka_town,Majalengka Town,Majalengka Town works for local food services and a straightforward town-center stay.,researched_scraped_pass
KJT,KJT_panyaweuyan_and_ciremai_foothills,Panyaweuyan and Ciremai Foothills,The Panyaweuyan and Ciremai foothills side is best for scenery terraces outdoor trips and car-based exploration.,researched_scraped_pass
LBJ,LBJ_town_center_and_harbour,Town Center and Harbour,The town center and harbour are the best Labuan Bajo base for boat trips dive operators restaurants and Komodo departures.,researched_scraped_pass
LBJ,LBJ_waecicu_beach,Waecicu Beach,Waecicu Beach suits quieter resort stays calm bay swimming sunsets and easier beach relaxation near town.,researched_scraped_pass
LBJ,LBJ_pede_beach,Pede Beach,Pede Beach balances coastal stays and town access with a more relaxed beach-side feel than the harbour core.,researched_scraped_pass
PDG,PDG_city_center_and_old_town,City Center and Old Town,The city center and old-town side are the most practical Padang base for markets heritage food and urban movement.,researched_scraped_pass
PDG,PDG_padang_beach_and_muaro,Padang Beach and Muaro,Padang Beach and Muaro suit waterfront walks sunset views and access to the river-mouth heritage area.,researched_scraped_pass
PDG,PDG_air_manis_beach,Air Manis Beach,Air Manis Beach works for beach-focused short stays and Malin Kundang sightseeing rather than central-city convenience.,researched_scraped_pass
PQC,PQC_duong_dong,Duong Dong,Duong Dong is the strongest Phu Quoc base for first-time stays night market access restaurants and practical services.,researched_scraped_pass
PQC,PQC_long_beach_and_duong_to,Long Beach and Duong To,Long Beach and Duong To suit beach resort stays sunset access and the island's densest visitor infrastructure.,researched_scraped_pass
PQC,PQC_an_thoi,An Thoi,An Thoi is best for southern island hopping cable-car access and a newer resort-oriented stay.,researched_scraped_pass
PQC,PQC_ong_lang,Ong Lang,Ong Lang suits quieter boutique beach stays and slower trips away from the main town center.,researched_scraped_pass
SIN,SIN_marina_bay_and_cbd,Marina Bay and CBD,Marina Bay and the CBD are strongest for skyline hotels business stays waterfront sights and efficient MRT access.,researched_scraped_pass
SIN,SIN_orchard,Orchard,Orchard works best for shopping hotels and central movement with broad transport and dining options.,researched_scraped_pass
SIN,SIN_chinatown_and_tanjong_pagar,Chinatown and Tanjong Pagar,Chinatown and Tanjong Pagar balance heritage streets hawker food nightlife and central access.,researched_scraped_pass
SIN,SIN_kampong_glam_and_bugis,Kampong Glam and Bugis,Kampong Glam and Bugis suit culture cafes boutique shopping and a lively walkable district feel.,researched_scraped_pass
SIN,SIN_sentosa_and_harbourfront,Sentosa and HarbourFront,Sentosa and HarbourFront are better for resort family attractions beaches and cruise or ferry access than city-center efficiency.,researched_scraped_pass
